entry_time,exit_time,side,entries,entry_notional,avg_entry,exit_price,partial_taken,net_pnl,return_on_max_margin_pct,max_favorable_pct,max_adverse_pct,reason,entry_fees,exit_fees
2020-01-15 07:00:00+00:00,2020-01-15 07:00:00+00:00,long,1,100.0,8687.297112,8683.822887999999,False,-0.13997200559890643,-1.3997200559890643,0.05378989505888665,-0.7419696963162914,ma20_or_stop,0.05,0.04998000399920015
2020-01-15 16:00:00+00:00,2020-01-15 16:00:00+00:00,long,1,100.0,8769.923634,8748.2839932,False,-0.3466249637082228,-3.466249637082228,0.6272160202940302,-1.0205748389074398,ma20_or_stop,0.05,0.049876625831061366
2020-01-15 18:00:00+00:00,2020-01-15 18:00:00+00:00,long,1,100.0,8802.920232,8751.341381600001,False,-0.685635898271471,-6.85635898271471,0.0,-0.941508383760159,ma20_or_stop,0.05,0.04970703556864856
2020-01-23 22:00:00+00:00,2020-01-23 22:00:00+00:00,short,1,100.0,8401.459372,8446.3934409,False,-0.6351038902155324,-6.351038902155323,0.0,-0.6047833566789729,ma20_or_stop,0.05,0.05026741823598977
2020-01-24 00:00:00+00:00,2020-01-24 01:00:00+00:00,short,1,100.0,8408.318,8418.1843002,False,-0.21739843034117712,-2.173984303411771,0.5139910265049341,-0.1980419865185823,ma20_or_stop,0.05,0.050058669880230514
2020-01-28 06:00:00+00:00,2020-01-28 10:00:00+00:00,long,1,100.0,9068.343306,8980.474545800002,False,-1.068477073003919,-10.68477073003919,0.1934939316687423,-1.278439755619909,ma20_or_stop,0.05,0.04951551922310957
2020-01-28 16:00:00+00:00,2020-01-28 16:00:00+00:00,long,1,100.0,9031.806,9028.194,False,-0.13997200559879275,-1.3997200559879275,0.22657705446729182,-0.6510990160771835,ma20_or_stop,0.05,0.049980003999200155
2020-01-29 23:00:00+00:00,2020-01-29 23:00:00+00:00,long,1,100.0,9350.8698,9347.1302,False,-0.13997200559879275,-1.3997200559879275,0.2082180633078634,-0.5908519868386919,ma20_or_stop,0.05,0.049980003999200155
2020-02-06 14:00:00+00:00,2020-02-06 22:00:00+00:00,long,2,200.0,9797.641349192521,9725.6404828,False,-1.6690242966539017,-8.345121483269509,1.1802499269153444,-1.09864553473773,ma20_or_stop,0.1,0.09926512041187899
2020-02-07 00:00:00+00:00,2020-02-07 04:00:00+00:00,long,1,100.0,9779.925593999998,9770.0915908,False,-0.20050266849091258,-2.005026684909126,0.8934056313639527,-0.2957649700090159,ma20_or_stop,0.05,0.04994972352751829
