open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,date,ma20,bb_mid,bb_upper,bb_lower,long_signal,short_signal
1761091200000,108253.8,109160.0,106360.3,107532.0,180893.983,1761177599999,19528248919.20560,5662544,92821.336,10022954942.19960,0,2025-10-22 00:00:00+00:00,114606.73999999999,105928.58545454546,129512.51716103348,82344.65374805745,False,False
1761177600000,107532.1,111240.0,107462.9,110025.9,129640.717,1761263999999,14194391374.77400,4205445,63778.257,6983205780.05200,0,2025-10-23 00:00:00+00:00,113998.9,106047.05363636363,129449.58260742285,82644.52466530442,False,False
1761264000000,110026.0,112086.0,109650.0,110965.4,110759.532,1761350399999,12266995720.63840,3645127,54797.291,6069600111.87710,0,2025-10-24 00:00:00+00:00,113430.01000000001,106175.68681818183,129372.94011651019,82978.43351985347,False,False
1761350400000,110965.4,111903.9,110600.5,111589.4,45269.483,1761436799999,5042907497.61250,1390771,22111.032,2463343649.89400,0,2025-10-25 00:00:00+00:00,112838.14499999999,106288.32136363637,129348.58648528985,83228.05624198288,False,False
1761436800000,111589.4,115521.7,111200.0,114497.8,97335.387,1761523199999,11025832161.82450,2690149,50148.489,5681747977.36640,0,2025-10-26 00:00:00+00:00,112331.60999999999,106426.11318181819,129318.06106972067,83534.1652939157,False,False
1761523200000,114497.9,116380.2,113792.4,114064.1,118611.612,1761609599999,13655124505.52050,3606096,57954.035,6673490539.72300,0,2025-10-27 00:00:00+00:00,111970.48999999999,106562.53954545454,129276.50699407264,83848.57209683643,False,False
1761609600000,114064.2,116074.3,112121.4,112833.5,131088.84,1761695999999,14968353132.78990,3953418,64663.100,7384670851.87600,0,2025-10-28 00:00:00+00:00,111450.29,106694.48772727272,129214.54826549246,84174.42718905298,False,False
1761696000000,112833.5,113593.0,109026.4,109985.6,163920.866,1761782399999,18302671178.46350,4943718,78716.735,8791661211.28410,0,2025-10-29 00:00:00+00:00,110870.60500000001,106803.31227272727,129153.91266746123,84452.71187799331,False,False
1761782400000,109985.6,111565.1,106200.0,108263.5,205753.644,1761868799999,22369109428.54780,6330320,100086.671,10882242367.71600,0,2025-10-30 00:00:00+00:00,110648.035,106897.85818181818,129095.87077402108,84699.84558961529,False,False
1761868800000,108263.6,111233.0,108226.6,109557.3,152063.776,1761955199999,16683797487.54000,4790937,78106.793,8570620336.73030,0,2025-10-31 00:00:00+00:00,110596.94499999999,106998.71045454546,129041.98891143098,84955.43199765995,False,False
1761955200000,109557.2,110557.0,109351.5,110047.2,41614.221,1762041599999,4579668770.18990,1492868,21133.219,2325832045.63770,0,2025-11-01 00:00:00+00:00,110354.585,107104.04409090908,128982.5005809422,85225.58760087597,False,False
1762041600000,110047.3,111216.0,109368.9,110494.9,61109.173,1762127999999,6744087828.22750,2070247,29327.591,3237152488.59100,0,2025-11-02 00:00:00+00:00,110123.73500000002,107209.96999999999,128926.81946581368,85493.1205341863,False,False
1762128000000,110494.9,110711.0,105300.0,106544.0,174258.047,1762214399999,18689862800.36290,5811945,85160.531,9132874748.49100,0,2025-11-03 00:00:00+00:00,109801.745,107310.71181818181,128807.5297821723,85813.89385419131,False,False
1762214400000,106544.0,107271.9,98888.8,101450.3,281742.16,1762300799999,28973193334.59770,8565646,135745.298,13963735714.40830,0,2025-11-04 00:00:00+00:00,109339.31000000001,107396.37363636363,128647.49899697787,86145.24827574939,False,False
